transaction_id,customer_id,timestamp,amount,merchant_cat,new_device,lat,lon,home_lat,home_lon,dist_from_home_km,hour,is_fraud
4529,1675,2025-06-01T03:04:33,93.52,4111,0,40.672617,-82.395369,43.740121,-79.023963,439.749,3,0
12881,2400,2025-06-01T03:11:19,19.48,5999,0,38.312909,-78.834612,38.326135,-78.833448,1.474,3,0
10949,1543,2025-06-01T03:19:44,57.44,6011,0,33.671062,-116.329942,33.659453,-116.28893,4.009,3,0
4428,2079,2025-06-01T03:26:53,16.67,5311,0,32.226176,-96.088595,32.233615,-96.113943,2.524,3,0
2474,1575,2025-06-01T03:27:14,83.37,4821,0,27.58835,-122.353911,27.60777,-122.342918,2.416,3,0
9331,970,2025-06-01T03:30:39,50.55,4821,0,29.983796,-68.895286,29.985214,-68.894454,0.177,3,0
4389,472,2025-06-01T03:31:20,57.55,5732,0,36.384941,-86.89276,36.38005,-86.903701,1.12,3,0
7111,1802,2025-06-01T03:31:24,91.93,5812,0,39.966334,-83.305056,39.965113,-83.309941,0.438,3,0
9750,1462,2025-06-01T03:32:42,66.2,5814,0,37.971365,-116.604859,37.971441,-116.605498,0.057,3,0
18774,475,2025-06-01T03:37:35,3.2,5732,0,31.648823,-95.134455,31.673813,-95.173692,4.638,3,0
10996,2021,2025-06-01T03:42:46,68.35,5732,0,44.591969,-120.341763,40.63204,-119.16784,450.667,3,0
13753,1651,2025-06-01T03:49:04,62.83,5812,0,31.379804,-109.770615,31.384741,-109.750755,1.964,3,0
12523,1085,2025-06-01T03:52:53,35.55,6011,0,48.445115,-71.82483,48.476906,-71.837111,3.649,3,0
12455,949,2025-06-01T03:56:05,101.15,5814,0,46.015259,-105.315276,45.989803,-105.298254,3.121,3,0
18903,63,2025-06-01T03:57:51,9.95,5411,0,38.559045,-81.442114,38.565667,-81.436292,0.893,3,0
16363,849,2025-06-01T03:58:10,62.01,5732,0,28.575631,-79.871203,28.58498,-79.890564,2.157,3,0
12470,1159,2025-06-01T04:04:20,76.22,4821,0,35.544847,-73.861809,35.4716,-73.870389,8.182,4,0
4245,2362,2025-06-01T04:05:22,127.59,6011,0,26.258081,-73.497403,26.241994,-73.485556,2.144,4,0
5076,1830,2025-06-01T04:08:13,49.15,6011,0,36.80836,-71.536974,36.844158,-71.539345,3.986,4,0
7959,1048,2025-06-01T04:09:45,44.04,6011,0,43.673646,-67.147114,43.675634,-67.134066,1.072,4,0
6511,755,2025-06-01T04:15:09,69.75,5411,0,41.49185,-121.95923,41.398201,-121.873313,12.638,4,0
7555,698,2025-06-01T04:24:01,52.07,5814,0,39.032949,-118.331421,39.177875,-118.63634,30.853,4,0
8567,755,2025-06-01T04:25:12,196.04,5814,0,41.399966,-121.759159,41.398201,-121.873313,9.524,4,0
16396,1645,2025-06-01T04:29:57,96.58,5311,0,29.434095,-96.947263,29.449007,-96.958285,1.972,4,0
12760,611,2025-06-01T04:32:54,92.46,5814,0,38.27434,-106.821664,38.274491,-106.79778,2.085,4,0
2766,1324,2025-06-01T04:50:53,1384.68,4821,0,43.883726,-122.223381,43.879593,-122.228202,0.6,4,0
256,1828,2025-06-01T05:00:50,39.87,4821,0,36.591705,-81.750722,36.558198,-81.737532,3.908,5,0
593,293,2025-06-01T05:08:07,650.79,4111,0,47.17171,-81.798869,47.196205,-81.829628,3.581,5,0
5732,1883,2025-06-01T05:08:19,36.91,4111,0,34.800711,-111.173374,34.799753,-111.170638,0.272,5,0
8321,1679,2025-06-01T05:20:00,289.68,5999,0,45.994752,-86.637754,46.040275,-86.72273,8.287,5,0
2828,2039,2025-06-01T05:20:33,32.33,5814,0,39.426282,-115.942477,39.432946,-115.938417,0.819,5,0
858,2233,2025-06-01T05:21:21,103.28,5411,0,27.279255,-104.455889,27.256509,-104.434082,3.323,5,0
6102,369,2025-06-01T05:24:21,131.02,4821,1,33.006099,-71.000153,33.007306,-70.949463,4.729,5,0
16976,783,2025-06-01T05:26:33,78.46,5812,0,35.907585,-108.288216,35.906978,-108.288802,0.086,5,0
9857,2392,2025-06-01T05:29:38,42.87,5411,0,43.152626,-108.042223,43.145807,-108.01012,2.712,5,0
8784,275,2025-06-01T05:33:25,23.42,5732,0,43.837411,-82.39658,41.337149,-81.016838,300.074,5,0
19075,455,2025-06-01T05:41:47,102.19,5999,0,27.169312,-94.479728,27.201304,-94.480921,3.559,5,0
3636,552,2025-06-01T05:43:39,96.57,5732,0,28.614159,-118.430025,28.616151,-118.439952,0.994,5,0
900,373,2025-06-01T05:44:10,64.29,5814,0,33.869097,-122.765671,33.740608,-122.845116,16.063,5,0
7518,318,2025-06-01T05:44:15,44.81,5812,0,41.439812,-89.995953,41.45784,-89.986598,2.151,5,0
1029,2155,2025-06-01T05:44:27,43.78,5411,0,39.450418,-100.254612,39.457846,-100.246262,1.094,5,0
11504,2359,2025-06-01T05:52:52,34.31,4899,0,48.737473,-122.680758,48.738207,-122.674155,0.491,5,0
11308,2172,2025-06-01T06:06:51,16.77,5411,0,31.171966,-106.541767,31.176936,-106.530618,1.196,6,0
11026,754,2025-06-01T06:09:41,83.49,5814,0,36.48066,-96.137431,36.516722,-96.128396,4.09,6,0
15439,2482,2025-06-01T06:10:03,259.23,4111,0,30.6108,-111.217164,30.636164,-111.23574,3.334,6,0
14973,2399,2025-06-01T06:11:44,28.88,4111,0,27.890398,-73.257669,27.974221,-73.339097,12.283,6,0
11177,2140,2025-06-01T06:34:23,21.16,4111,0,45.281151,-111.37944,45.262537,-111.407112,2.996,6,0
304,1071,2025-06-01T06:50:32,108.53,5999,0,45.953586,-80.558426,46.002583,-80.568954,5.509,6,0
5251,1540,2025-06-01T06:50:48,13.58,5311,0,35.764609,-77.170746,35.757775,-77.171352,0.762,6,0
9816,1401,2025-06-01T07:03:00,69.96,4821,0,35.646911,-115.902158,35.680385,-115.829046,7.582,7,0
8226,1463,2025-06-01T07:03:14,18.39,5732,0,29.379806,-84.397376,29.38741,-84.396496,0.85,7,0
7629,79,2025-06-01T07:09:28,113.77,4899,0,35.209152,-119.8186,38.368772,-117.029496,430.205,7,0
12484,63,2025-06-01T07:12:18,129.6,4111,0,38.532312,-81.529476,38.565667,-81.436292,8.912,7,0
4583,376,2025-06-01T07:12:54,70.23,4111,0,28.581116,-111.590035,28.546801,-111.642734,6.407,7,0
1406,562,2025-06-01T07:14:50,77.48,5812,0,30.767507,-98.852359,30.848019,-98.811639,9.761,7,0
1647,1163,2025-06-01T07:21:43,45.15,5311,0,44.754531,-73.270597,44.755056,-73.269164,0.127,7,0
17090,165,2025-06-01T07:23:38,34.4,5812,0,38.315722,-95.983328,38.316459,-95.978211,0.454,7,0
11159,815,2025-06-01T07:50:50,13.63,5999,0,27.99706,-107.390063,28.045839,-107.362019,6.083,7,0
13876,2432,2025-06-01T07:53:20,65.18,4821,0,42.254952,-88.116724,42.240414,-88.102097,2.016,7,1
17384,1995,2025-06-01T07:53:36,73.21,6011,0,36.434522,-108.548961,36.407335,-108.530876,3.429,7,0
10877,2400,2025-06-01T07:54:50,88.98,5812,0,38.22241,-78.927153,38.326135,-78.833448,14.14,7,0
16533,2014,2025-06-01T07:56:58,71.46,5812,0,35.638686,-117.096704,35.585858,-117.045149,7.498,7,0
4415,123,2025-06-01T07:58:46,55.02,6011,0,27.018455,-111.040941,27.026664,-110.984835,5.632,7,0
14870,366,2025-06-01T08:03:16,80.82,4899,0,34.982247,-116.927457,35.046599,-116.940158,7.249,8,0
1272,1094,2025-06-01T08:07:26,22.72,5814,0,31.220891,-119.128752,31.187402,-119.052375,8.163,8,0
14291,1856,2025-06-01T08:07:53,93.88,5732,0,48.939929,-84.546392,48.971887,-84.581414,4.378,8,0
226,1795,2025-06-01T08:15:08,46.05,5812,0,46.793098,-77.866128,46.835119,-77.853985,4.763,8,0
968,756,2025-06-01T08:16:07,108.16,5999,0,32.773004,-76.848405,30.478069,-78.171934,284.286,8,0
17685,1144,2025-06-01T08:19:37,68.48,4821,0,44.617303,-113.919738,44.709539,-113.941772,10.403,8,1
12185,495,2025-06-01T08:20:15,127.3,5311,0,43.879336,-91.915913,43.898373,-91.908387,2.201,8,0
14400,1779,2025-06-01T08:22:17,102.83,5311,0,33.286136,-107.509818,33.305532,-107.521113,2.399,8,0
15712,1607,2025-06-01T08:27:51,265.03,6011,0,48.211117,-83.48755,48.148453,-83.415941,8.76,8,0
4570,1672,2025-06-01T08:30:05,25.19,6011,0,39.828955,-83.710517,39.853993,-83.710167,2.784,8,0
17692,1651,2025-06-01T08:32:04,68.01,5999,0,31.376793,-109.756756,31.384741,-109.750755,1.051,8,0
3274,2309,2025-06-01T08:32:28,98.26,4899,0,39.294297,-99.107258,39.356029,-99.133948,7.238,8,0
10090,487,2025-06-01T08:44:05,78.53,5732,0,36.38507,-120.548443,36.379184,-120.53969,1.021,8,0
10641,77,2025-06-01T08:46:06,59.08,5411,0,32.083573,-84.243434,32.04625,-84.286678,5.816,8,0
3543,792,2025-06-01T08:57:54,66.99,4899,0,34.937278,-82.933739,34.936626,-82.933828,0.073,8,0
8487,769,2025-06-01T09:03:50,75.91,5411,0,25.935689,-70.1121,27.655107,-69.762095,194.321,9,0
9377,1496,2025-06-01T09:08:11,42.39,5732,0,40.299731,-123.181778,40.310482,-123.194785,1.627,9,0
5488,248,2025-06-01T09:12:46,96.26,4111,0,33.153377,-117.255958,34.901718,-113.36026,408.217,9,0
591,10,2025-06-01T09:14:53,59.16,5311,0,35.81818,-87.385499,35.809263,-87.387908,1.015,9,0
14553,201,2025-06-01T09:30:55,127.18,4821,0,43.640864,-84.734533,43.657716,-84.741124,1.947,9,0
4813,2465,2025-06-01T09:32:56,82.34,5732,0,31.002662,-111.055978,30.321712,-110.567497,88.973,9,0
13062,1724,2025-06-01T09:36:34,154.11,5812,0,38.434515,-115.301625,38.524558,-115.289644,10.066,9,0
15159,529,2025-06-01T09:46:37,66.43,4111,0,43.531426,-89.663609,43.530517,-89.662233,0.15,9,0
1507,424,2025-06-01T09:47:48,28.5,5311,0,26.178892,-85.398165,26.23979,-85.573775,18.782,9,0
4846,2312,2025-06-01T09:56:03,85.73,5411,0,26.893106,-85.17716,26.889839,-85.184904,0.85,9,0
2264,1301,2025-06-01T10:04:50,74.05,4111,0,30.14282,-123.161965,30.148935,-123.1119,4.862,10,0
12171,439,2025-06-01T10:20:52,42.26,4111,0,42.903658,-110.109724,42.884515,-110.056253,4.848,10,0
11667,1994,2025-06-01T10:21:31,32.8,5999,0,26.707414,-117.896881,26.709867,-117.888982,0.831,10,0
12077,1830,2025-06-01T10:25:33,140.41,5814,0,36.848921,-71.539792,36.844158,-71.539345,0.531,10,0
11197,1640,2025-06-01T10:31:55,142.56,5411,0,42.474359,-78.612443,42.515566,-78.644609,5.287,10,0
2548,1626,2025-06-01T10:32:00,153.32,4111,0,42.850423,-115.235083,42.929819,-115.303761,10.452,10,0
6033,2046,2025-06-01T10:36:17,35.3,5814,0,26.007243,-108.336564,26.016307,-108.332007,1.106,10,0
9553,1959,2025-06-01T10:40:11,65.21,5814,0,45.287426,-121.49045,45.394941,-121.43834,12.63,10,0
14209,913,2025-06-01T10:55:34,97.47,4899,0,46.705953,-94.935902,46.639404,-94.863141,9.251,10,0
16424,1519,2025-06-01T11:01:55,12.01,5814,0,28.732184,-119.053316,28.706154,-118.998946,6.041,11,0
17764,1562,2025-06-01T11:13:24,98.12,5999,0,39.848099,-83.887606,39.724396,-83.891488,13.759,11,0
19802,1002,2025-06-01T11:19:36,99.24,5732,0,35.995,-91.489373,35.998289,-91.480978,0.839,11,0
19869,2428,2025-06-01T11:21:03,105.63,5311,0,41.604823,-96.360852,41.604329,-96.357266,0.303,11,0
14908,1737,2025-06-01T11:21:25,95.28,5999,0,46.060226,-102.091898,46.256924,-102.09452,21.873,11,0
10627,251,2025-06-01T11:21:42,47.07,4821,0,39.600602,-103.364368,40.646345,-111.158052,672.553,11,0
356,2108,2025-06-01T11:22:20,1.03,5812,1,48.827696,-111.586133,48.827391,-111.585495,0.058,11,0
8423,1106,2025-06-01T11:25:52,125.65,5999,0,43.590704,-123.796952,43.584062,-123.77182,2.155,11,0
2708,981,2025-06-01T11:27:48,112.7,5311,0,48.726446,-98.795444,48.726494,-98.797532,0.153,11,0
5569,1874,2025-06-01T11:34:13,35.69,5732,0,48.623507,-114.568886,48.641121,-114.558914,2.091,11,0
4431,1536,2025-06-01T11:35:37,117.55,5814,0,36.556632,-101.57989,36.546954,-101.614651,3.286,11,0
2873,1255,2025-06-01T11:38:29,100.22,4899,0,27.92715,-97.516862,27.927255,-97.517653,0.079,11,0
7718,1823,2025-06-01T11:39:53,121.77,5732,0,37.666897,-88.793077,37.687781,-88.743207,4.965,11,0
12154,1329,2025-06-01T11:40:37,6.89,5812,0,31.526349,-70.732735,31.488203,-70.670413,7.273,11,0
12249,1618,2025-06-01T11:46:14,6.88,6011,0,38.678345,-74.706015,38.708017,-74.684543,3.789,11,0
16864,132,2025-06-01T11:47:31,65.08,4111,0,47.286013,-95.687508,47.202883,-95.695801,9.265,11,0
19991,1412,2025-06-01T11:47:33,26.49,4111,0,51.102809,-99.184109,48.421541,-96.951785,338.486,11,0
1395,1331,2025-06-01T11:49:06,126.36,4899,0,43.582992,-96.85967,43.59779,-96.872991,1.964,11,0
4552,552,2025-06-01T11:52:30,833.5,6011,0,33.77476,-120.880122,28.616151,-118.439952,618.726,11,0
2579,538,2025-06-01T11:53:29,91.89,5732,0,28.924335,-123.715989,28.930031,-123.715857,0.634,11,0
388,1328,2025-06-01T12:14:48,73.03,4899,0,38.577634,-105.309047,38.56187,-105.313004,1.786,12,0
2889,2096,2025-06-01T12:16:43,67.04,5812,0,33.182937,-68.222641,33.223607,-68.251564,5.262,12,0
1423,403,2025-06-01T12:18:39,209.44,5814,0,43.735223,-115.497338,43.751057,-115.494019,1.781,12,0
12463,1808,2025-06-01T12:24:17,19.49,4899,0,35.698381,-104.396379,35.724132,-104.377306,3.341,12,0
8380,1885,2025-06-01T12:32:51,25.15,4821,0,32.997897,-76.011569,33.005198,-76.004886,1.023,12,0
18119,1745,2025-06-01T12:39:40,62.64,5814,0,42.037711,-83.104469,42.040405,-83.073666,2.561,12,0
6059,1179,2025-06-01T13:00:01,52.64,5999,0,30.282076,-108.125823,30.260541,-108.14475,3.006,13,0
4000,2164,2025-06-01T13:02:11,48.77,5732,0,35.219297,-119.250434,35.202463,-119.264282,2.255,13,0
7684,871,2025-06-01T13:07:37,112.14,4899,0,42.865147,-73.112811,42.846409,-73.115754,2.097,13,0
1512,1632,2025-06-01T13:15:18,82.81,5812,0,45.680831,-88.237126,45.683546,-88.271475,2.685,13,0
11096,321,2025-06-01T13:16:44,83.65,4111,0,46.984017,-107.599582,46.992352,-107.594886,0.993,13,0
7896,349,2025-06-01T13:18:09,29.37,6011,0,39.148445,-80.319276,39.161821,-80.252077,5.982,13,0
16069,1557,2025-06-01T13:18:16,117.25,5814,1,47.316561,-107.330674,47.32008,-107.296853,2.579,13,0
1174,1865,2025-06-01T13:19:06,109.11,5812,0,40.329462,-81.569154,40.336653,-81.551912,1.666,13,0
5789,2228,2025-06-01T13:28:58,26.35,5999,0,25.61016,-111.432505,26.611736,-109.220766,247.322,13,0
16901,1627,2025-06-01T13:36:56,16.17,5812,0,33.937041,-94.444786,33.917037,-94.430077,2.606,13,0
14678,1712,2025-06-01T13:40:01,56.16,5311,0,34.178282,-103.655406,34.186796,-103.66851,1.533,13,0
11481,791,2025-06-01T13:42:09,92.03,4821,0,30.160719,-103.963478,30.192537,-103.893542,7.597,13,0
3621,1685,2025-06-01T13:46:05,41.41,4821,0,27.825184,-71.634698,27.828254,-71.628514,0.697,13,0
19443,1614,2025-06-01T13:56:08,112.02,5812,0,34.074887,-95.483536,34.079632,-95.48201,0.546,13,0
10061,634,2025-06-01T14:06:01,19.98,5814,0,33.885697,-121.530682,33.944856,-121.551415,6.851,14,0
6936,1576,2025-06-01T14:15:23,36.5,5732,0,30.40169,-100.817614,30.404264,-100.823906,0.668,14,0
1802,53,2025-06-01T14:16:28,18.99,5999,0,43.725854,-87.424158,43.886185,-87.306793,20.163,14,0
9035,376,2025-06-01T14:17:04,21.85,4821,0,28.554712,-111.649877,28.546801,-111.642734,1.123,14,0
16106,218,2025-06-01T14:19:29,17.89,6011,0,27.954707,-67.542166,27.970091,-67.520269,2.748,14,0
13201,417,2025-06-01T14:22:14,65.67,4821,0,28.439916,-110.07859,28.432525,-110.085213,1.046,14,0
19688,2439,2025-06-01T14:23:37,5.32,5732,1,35.525518,-88.039384,35.491073,-87.994902,5.557,14,0
11627,1745,2025-06-01T14:23:45,72.22,5732,0,42.012277,-82.996367,42.040405,-83.073666,7.11,14,0
9244,2219,2025-06-01T14:24:42,19.76,5411,0,49.653817,-100.655283,47.739833,-95.123165,458.258,14,0
16808,1473,2025-06-01T14:26:17,67.97,5812,0,27.683504,-94.129725,27.575497,-94.252432,17.04,14,0
15801,838,2025-06-01T14:31:00,7.29,6011,0,52.795562,-76.470889,48.60201,-73.661768,506.439,14,0
701,412,2025-06-01T14:31:44,96.59,5732,1,40.607818,-115.465678,40.603,-115.496502,2.657,14,0
15438,648,2025-06-01T14:38:34,74.75,5411,0,37.387291,-83.45416,37.351104,-83.432124,4.47,14,0
16347,2070,2025-06-01T14:39:24,153.75,5812,0,37.132639,-91.208908,37.109086,-91.174996,3.987,14,0
218,1200,2025-06-01T14:45:11,123.18,6011,0,42.631775,-99.488763,42.633403,-99.488486,0.182,14,0
3490,249,2025-06-01T14:54:24,36.67,5812,0,33.979447,-95.687553,33.980417,-95.669527,1.666,14,0
1804,2277,2025-06-01T15:02:49,108.52,5814,0,38.353887,-99.449864,38.348567,-99.455236,0.755,15,0
3983,1275,2025-06-01T15:08:42,57.61,5732,0,28.067026,-78.795298,28.073263,-78.831769,3.645,15,0
317,2381,2025-06-01T15:19:14,106.24,5732,0,45.343295,-115.467535,45.343995,-115.46515,0.202,15,0
14770,931,2025-06-01T15:29:46,47.07,4821,0,32.036399,-91.917692,32.104789,-91.935897,7.796,15,0
16501,2155,2025-06-01T15:32:00,34.19,5732,0,39.437638,-100.233218,39.457846,-100.246262,2.511,15,0
14019,618,2025-06-01T15:38:29,228.99,5999,0,33.339446,-85.627536,33.315829,-85.620286,2.711,15,0
15030,610,2025-06-01T15:39:06,56.77,5411,0,35.56746,-70.55342,35.562129,-70.55079,0.639,15,0
9633,248,2025-06-01T15:43:10,80.86,4111,0,34.858785,-113.394304,34.901718,-113.36026,5.695,15,0
10728,2322,2025-06-01T15:54:37,47.46,5812,1,26.368764,-103.429474,26.607472,-108.345056,489.9,15,0
6782,2449,2025-06-01T15:59:33,78.86,4111,0,38.986874,-86.633985,38.991478,-86.631134,0.568,15,0
16971,1458,2025-06-01T16:01:56,106.54,6011,0,35.503945,-69.94829,35.508198,-70.025775,7.03,16,0
13652,1987,2025-06-01T16:05:58,69.43,5732,0,31.196521,-79.763013,31.189456,-79.777644,1.598,16,0
11696,2133,2025-06-01T16:06:19,64.49,5814,0,48.777193,-105.423756,48.779434,-105.420075,0.367,16,0
14064,134,2025-06-01T16:07:11,146.18,4899,0,33.3227,-88.124046,33.324875,-88.081338,3.975,16,0
3811,2279,2025-06-01T16:08:22,13.72,5411,0,39.145282,-105.128604,45.648301,-108.28707,768.04,16,0
19245,2,2025-06-01T16:15:17,23.24,4111,0,35.533694,-85.080913,35.533083,-85.068147,1.157,16,0
12449,1004,2025-06-01T16:17:42,66.95,6011,0,28.659166,-87.240332,28.655841,-87.242232,0.414,16,0
3739,2493,2025-06-01T16:20:36,103.75,5411,0,26.198572,-83.865867,26.222658,-83.885121,3.296,16,0
19406,688,2025-06-01T16:26:11,78.29,5732,0,47.999643,-74.654923,48.021023,-74.747755,7.303,16,0
10191,1612,2025-06-01T16:31:08,35.71,5814,0,43.670783,-76.781114,43.618986,-76.818782,6.508,16,0
14807,2436,2025-06-01T16:40:12,108.51,5311,0,47.96554,-115.239696,47.967318,-115.237089,0.277,16,0
13911,1194,2025-06-01T16:40:45,0.77,5732,0,48.399776,-93.092201,48.414295,-93.074988,2.055,16,0
5047,219,2025-06-01T16:41:11,950.6,5814,0,47.265866,-123.308241,47.261501,-123.307969,0.486,16,0
4986,1573,2025-06-01T16:47:43,60.89,5732,0,38.235959,-100.113663,38.251905,-100.07946,3.474,16,0
17688,1950,2025-06-01T16:48:15,92.69,4111,0,47.253465,-122.928908,47.199099,-122.845251,8.744,16,0
3229,641,2025-06-01T16:50:55,46.4,5311,0,42.78298,-106.720888,42.746355,-106.709755,4.173,16,0
1951,1499,2025-06-01T16:53:34,83.12,4821,0,33.295047,-104.709403,33.344167,-104.63924,8.505,16,0
10290,2016,2025-06-01T16:57:11,53.77,5732,0,37.536434,-106.883134,37.525034,-106.881779,1.273,16,0
18618,1527,2025-06-01T17:02:14,14.13,5814,0,33.592641,-86.837665,33.584383,-86.838146,0.919,17,0
11413,479,2025-06-01T17:06:23,90.43,5812,0,42.419402,-86.763552,40.231099,-83.180536,385.589,17,0
14206,2000,2025-06-01T17:15:23,97.53,5814,0,37.497094,-80.025472,37.481726,-80.07812,4.949,17,0
19771,1040,2025-06-01T17:19:42,62.22,5411,0,28.008331,-106.72699,28.019368,-106.695789,3.3,17,0
12297,1925,2025-06-01T17:29:18,105.95,5732,0,30.389218,-90.245538,30.385981,-90.244192,0.382,17,0
15467,324,2025-06-01T17:41:40,24.24,4821,0,37.893689,-69.470719,37.850435,-69.51595,6.237,17,0
214,923,2025-06-01T17:45:50,42.97,5814,0,39.843125,-86.480098,39.802148,-86.436768,5.87,17,0
13718,1221,2025-06-01T17:46:59,63.81,6011,0,25.100932,-87.602638,25.025619,-87.61764,8.51,17,0
2644,1604,2025-06-01T17:51:06,46.55,5812,0,44.467831,-106.581973,44.547373,-106.567277,8.921,17,0
17301,2414,2025-06-01T17:55:12,2.36,4899,0,37.88742,-70.36283,37.898502,-70.353104,1.499,17,0
15254,1227,2025-06-01T17:59:00,58.09,5999,0,36.264481,-69.169617,36.278943,-69.172492,1.629,17,0
9259,2019,2025-06-01T17:59:57,83.4,5411,0,39.737834,-80.421008,39.745267,-80.498336,6.663,17,0
4498,885,2025-06-01T18:06:00,151.19,4111,0,30.030256,-108.85106,29.721812,-112.447366,348.425,18,0
5403,405,2025-06-01T18:14:23,65.29,4111,0,48.913737,-102.37536,48.928832,-102.389872,1.985,18,0
5475,1891,2025-06-01T18:18:16,20.97,5812,0,30.505172,-112.47198,30.468827,-112.54208,7.839,18,0
1554,2048,2025-06-01T18:22:55,83.35,4899,0,38.097369,-109.453607,38.127707,-109.621705,15.089,18,0
2703,2413,2025-06-01T18:31:08,31.62,4111,0,35.049953,-101.849264,35.005901,-101.918603,7.991,18,0
15580,218,2025-06-01T18:36:46,75.52,6011,0,26.561929,-66.764345,27.970091,-67.520269,173.492,18,0
11367,468,2025-06-01T18:37:54,1178.32,4111,0,47.60664,-107.869578,47.574266,-107.842464,4.134,18,0
17450,883,2025-06-01T18:41:46,121.47,5411,0,47.497075,-71.41465,47.449153,-71.423794,5.373,18,0
2127,1979,2025-06-01T18:42:04,61.61,4821,0,42.754846,-74.381691,42.619512,-76.775674,196.245,18,0
8894,401,2025-06-01T18:55:24,16.18,4821,0,32.248128,-102.113402,32.246257,-102.114747,0.243,18,0
14213,1782,2025-06-01T18:56:06,62.24,5732,0,44.099655,-103.755036,44.117722,-103.744227,2.186,18,0
7170,415,2025-06-01T19:00:38,114.78,4111,0,25.693206,-97.986898,25.695988,-97.993903,0.767,19,0
18958,170,2025-06-01T19:04:32,32.85,5411,0,47.87702,-97.370119,47.869585,-97.365418,0.898,19,0
9172,834,2025-06-01T19:11:42,46.36,5814,0,41.257038,-110.160387,41.262898,-110.16758,0.887,19,0
